Z;N;dz_BE/A;dz_ME
109;107;6.32994461;290.873779
109;108;6.38075495;281.589478
109;109;6.42078161;274.554321
109;110;6.46613169;266.273071
109;111;6.50090981;260.227295
109;112;6.54319906;252.451782
109;113;6.57999134;245.812134
109;114;6.61892080;238.622314
109;115;6.64825535;233.503662
109;116;6.68501139;226.656738
109;117;6.71242523;221.847656
109;118;6.74700356;215.357178
109;119;6.77247572;210.874023
109;120;6.80486965;204.754639
109;121;6.82839537;200.610352
109;122;6.85859823;194.876465
109;123;6.88015699;191.087524
109;124;6.90815926;185.754272
109;125;6.92772532;182.338989
109;126;6.95351601;177.421753
109;127;6.96779108;175.170776
109;128;6.98865557;171.329468
109;129;7.00207710;169.217896
109;130;7.02188635;165.552734
109;131;7.03445244;163.586426
109;132;7.05320644;160.103638
109;133;7.06491184;158.289185
109;134;7.08261967;154.992554
109;135;7.09346151;153.335938
109;136;7.11074686;150.078979
109;137;7.12255764;148.134155
109;138;7.13964224;144.863037
109;139;7.14986086;143.260498
109;140;7.16521215;140.359619
109;141;7.17390633;139.092285
109;142;7.18759775;136.553101
109;143;7.19483232;135.613770
109;144;7.20693016;133.429688
109;145;7.21276331;132.812500
109;146;7.22333384;130.975586
109;147;7.22782230;130.674561
109;148;7.23692513;129.178711
109;149;7.24012327;129.188110
109;150;7.24781752;128.026489
109;151;7.25042868;128.171143
109;152;7.25829458;126.939087
109;153;7.26067209;127.129272
109;154;7.26737213;126.177856
109;155;7.26871157;126.628296
109;156;7.27422523;125.969971
109;157;7.27450037;126.693848
109;158;7.27880716;126.340698
109;159;7.27799845;127.349976
109;160;7.28107977;127.314575
109;161;7.27915812;128.623657
109;162;7.28099442;128.918335
109;163;7.27793694;130.540283
109;164;7.27850819;131.177734
109;165;7.27429152;133.125854
109;166;7.27357340;134.120605
109;167;7.26817322;136.408936
109;168;7.26614571;137.773682
109;169;7.26491642;138.920654
109;170;7.26191759;140.563599
109;171;7.25480556;143.364624
109;172;7.25118446;145.198853
109;173;7.24353743;148.175537
109;174;7.23925543;150.215088
109;175;7.23102856;153.383545
109;176;7.22604752;155.643555
109;177;7.21720219;159.018555
109;178;7.21148348;161.514160
109;179;7.20197868;165.111328
109;180;7.19548321;167.857910
110;53;8.73410776E-02;1215.33984
110;54;0.314710081;1186.03540
110;55;0.521534026;1159.66614
110;56;0.736541152;1131.52466
110;57;0.931743860;1106.26074
110;58;1.13523126;1079.21448
110;59;1.31958187;1054.99536
110;60;1.51374722;1028.73914
110;61;1.69046319;1005.07825
110;62;1.87497902;979.722473
110;63;2.04096889;957.202637
110;64;2.21484613;932.978394
110;65;2.37079549;911.543823
110;66;2.53471231;888.395020
110;67;2.68125463;867.993652
110;68;2.83582926;845.869629
110;69;2.97354984;826.453064
110;70;3.11935091;805.306763
110;71;3.24880838;786.827026
110;72;3.38638067;766.611328
110;73;3.50855088;748.939209
110;74;3.63932443;729.439758
110;75;3.75502467;712.467163
110;76;3.87923837;693.679932
110;77;3.98868752;677.404968
110;78;4.10655832;659.328003
110;79;4.20995140;643.751526
110;80;4.32166958;626.386475
110;81;4.41917419;611.512817
110;82;4.52490759;594.864258
110;83;4.61237097;581.530212
110;84;4.70853376;566.333801
110;85;4.79158354;553.501770
110;86;4.88328266;538.808594
110;87;4.96213913;526.461975
110;88;5.04958010;512.257874
110;89;5.12442970;500.384583
110;90;5.20779705;486.658081
110;91;5.27880573;475.248901
110;92;5.35826302;461.991211
110;93;5.42558050;451.038818
110;94;5.50266361;437.959717
110;95;5.56766701;427.202759
110;96;5.64058399;414.685425
110;97;5.70142269;404.522705
110;98;5.77013969;392.599487
110;99;5.82701874;383.012939
110;100;5.89175177;371.663452
110;101;5.94486952;362.635254
110;102;6.00581026;351.842163
110;103;6.05535507;343.354858
110;104;6.11269236;333.100586
110;105;6.15956450;324.981812
110;106;6.21477842;314.967529
110;107;6.25907326;307.212036
110;108;6.31112719;297.676636
110;109;6.35240269;290.397583
110;110;6.40134096;281.349976
110;111;6.43727064;275.079712
110;112;6.48077631;267.055542
110;113;6.51850891;260.231812
110;114;6.55868530;252.785156
110;115;6.58907270;247.460571
110;116;6.62709618;240.349609
110;117;6.65550804;235.344482
110;118;6.69137907;228.581665
110;119;6.71780109;223.911133
110;120;6.75150728;217.512207
110;121;6.77592850;213.190796
110;122;6.80746126;207.170654
110;123;6.82986975;203.213379
110;124;6.85922384;197.586060
110;125;6.87959290;194.011475
110;126;6.90675020;188.794067
110;127;6.92161703;186.435303
110;128;6.94369555;182.330444
110;129;6.95767069;180.118042
110;130;6.97871542;176.180908
110;131;6.99179983;174.120239
110;132;7.01180840;170.357788
110;133;7.02399731;168.455566
110;134;7.04297781;164.871582
110;135;7.05426693;163.134155
110;136;7.07220984;159.737305
110;137;7.08420277;157.774292
110;138;7.10258579;154.202393
110;139;7.11318016;152.533203
110;140;7.12984371;149.325562
110;141;7.13888407;147.998047
110;142;7.15390682;145.144653
110;143;7.16145945;144.151367
110;144;7.17490339;141.646606
110;145;7.18102312;140.982544
110;146;7.19295645;138.817871
110;147;7.19770479;138.475952
110;148;7.20818472;136.645874
110;149;7.21161747;136.619995
110;150;7.22087622;135.072388
110;151;7.22449064;134.979614
110;152;7.23376369;133.396973
110;153;7.23633385;133.558716
110;154;7.24445009;132.250977
110;155;7.24595690;132.678589
110;156;7.25290060;131.657104
110;157;7.25331926;132.363770
110;158;7.25906897;131.640869
110;159;7.25838041;132.638184
110;160;7.26291227;132.227783
110;161;7.26108789;133.530640
110;162;7.26438379;133.444580
110;163;7.26140881;135.063599
110;164;7.26344633;135.315186
110;165;7.25929022;137.265991
110;166;7.26004839;137.869019
110;167;7.25468826;140.165283
110;168;7.25414515;141.132812
110;169;7.25278044;142.330688
110;170;7.25127459;143.570801
110;171;7.24416399;146.389160
110;172;7.24203968;147.815552
110;173;7.23437166;150.814941
110;174;7.23159122;152.441406
110;175;7.22332430;155.637207
110;176;7.21984529;157.480469
110;177;7.21093988;160.887695
110;178;7.20672703;162.961670
110;179;7.19714212;166.596191
110;180;7.19215488;168.916748
111;54;0.152195588;1219.82446
111;55;0.363243043;1192.70984
111;56;0.577633917;1164.61475
111;57;0.776898503;1138.63208
111;58;0.979925096;1111.61511
111;59;1.16817892;1086.70325
111;60;1.36109924;1060.61719
111;61;1.54145861;1036.30566
111;62;1.72569036;1010.96338
111;63;1.89520228;987.814026
111;64;2.06894565;963.585144
111;65;2.22829819;941.541443
111;66;2.39221668;918.371094
111;67;2.54205060;897.379761
111;68;2.69675183;875.217529
111;69;2.83765674;855.229370
111;70;2.98370504;834.028259
111;71;3.11757517;814.751587
111;72;3.25551152;794.463074
111;73;3.38066268;776.251038
111;74;3.51188207;756.666321
111;75;3.63044548;739.172913
111;76;3.75518560;720.287476
111;77;3.86738682;703.509888
111;78;3.98585606;685.323120
111;79;4.09189367;669.261536
111;80;4.20427608;651.776001
111;81;4.30432415;636.433777
111;82;4.41078758;619.653564
111;83;4.50047255;605.915161
111;84;4.59720898;590.622498
111;85;4.68239164;577.400879
111;86;4.77472210;562.600708
111;87;4.85562325;549.878967
111;88;4.94375610;535.556274
111;89;5.02056837;523.321350
111;90;5.10468102;509.465698
111;91;5.17757654;497.707397
111;92;5.25783014;484.309814
111;93;5.32695532;473.021851
111;94;5.40385103;460.002563
111;95;5.47054672;448.930786
111;96;5.54431248;436.262085
111;97;5.60677385;425.797119
111;98;5.67639494;413.710938
111;99;5.73483896;403.832764
111;100;5.80051804;392.310913
111;101;5.85514736;383.000488
111;102;5.91707993;372.025024
111;103;5.96807861;363.265625
111;104;6.02729702;352.636963
111;105;6.07607460;344.145020
111;106;6.13237333;333.923584
111;107;6.17802572;325.910400
111;108;6.23119831;316.158813
111;109;6.27377224;308.632935
111;110;6.32386446;299.359985
111;111;6.36340714;292.329102
111;112;6.40813637;284.062500
111;113;6.44696045;277.029053
111;114;6.48831511;269.348755
111;115;6.52000475;263.769897
111;116;6.55915689;256.433716
111;117;6.58889151;251.166626
111;118;6.62583256;244.189453
111;119;6.65359783;239.249023
111;120;6.68832636;232.644531
111;121;6.71411133;228.045410
111;122;6.74662018;221.828125
111;123;6.77040434;217.587402
111;124;6.80068684;211.771973
111;125;6.82245731;207.904907
111;126;6.85049677;202.508423
111;127;6.86657476;199.902710
111;128;6.88929701;195.677002
111;129;6.90450287;193.209595
111;130;6.92615223;189.158936
111;131;6.94048548;186.835571
111;132;6.96106863;182.964722
111;133;6.97452402;180.792114
111;134;6.99404049;177.107300
111;135;7.00661659;175.090820
111;136;7.02506351;171.599365
111;137;7.03763390;169.528076
111;138;7.05646944;165.871704
111;139;7.06836748;163.912231
111;140;7.08546066;160.624756
111;141;7.09582090;159.000122
111;142;7.11124420;156.073486
111;143;7.12012815;154.776978
111;144;7.13394642;152.204712
111;145;7.14141846;151.229248
111;146;7.15369368;149.004395
111;147;7.15981007;148.344238
111;148;7.17060947;146.458618
111;149;7.17542267;146.108154
111;150;7.18586111;144.279541
111;151;7.19087696;143.850830
111;152;7.20042467;142.220459
111;153;7.20441008;142.039185
111;154;7.21278381;140.687012
111;155;7.21571541;140.765991
111;156;7.22288609;139.706909
111;157;7.22474289;140.057983
111;158;7.23069859;139.302368
111;159;7.23145628;139.938477
111;160;7.23617363;139.500122
111;161;7.23580742;140.434814
111;162;7.23926926;140.325195
111;163;7.23775721;141.571777
111;164;7.23993969;141.805176
111;165;7.23725605;143.377197
111;166;7.23813868;143.966919
111;167;7.23426390;145.877319
111;168;7.23382378;146.837402
111;169;7.23377466;147.688599
111;170;7.23235703;148.924438
111;171;7.22674513;151.346191
111;172;7.22468996;152.772339
111;173;7.21852732;155.369141
111;174;7.21579218;157.001709
111;175;7.20902967;159.791260
111;176;7.20557737;161.644531
111;177;7.19818354;164.639648
111;178;7.19397593;166.728760
111;179;7.18590212;169.947754
111;180;7.18090248;172.288086
112;55;0.209327519;1225.33960
112;56;0.427821308;1196.49463
112;57;0.626690269;1170.52930
112;58;0.833660245;1142.78906
112;59;1.02166557;1117.87793
112;60;1.21784115;1091.18542
112;61;1.39762330;1066.93665
112;62;1.58538568;1040.93970
112;63;1.75480700;1017.77710
112;64;1.93196476;992.913940
112;65;2.09137249;970.838013
112;66;2.25859213;947.052979
112;67;2.40861082;926.012451
112;68;2.56650901;903.253479
112;69;2.70772076;883.199097
112;70;2.85686183;861.419067
112;71;2.99245858;841.819275
112;72;3.13339305;820.966431
112;73;3.25906396;802.655212
112;74;3.39316511;782.524719
112;75;3.51232743;764.919617
112;76;3.63983583;745.507019
112;77;3.75270891;728.605591
112;78;3.87383962;709.909424
112;79;3.98061872;693.712097
112;80;4.09556055;675.734192
112;81;4.19641256;660.245483
112;82;4.30533695;642.989075
112;83;4.39562750;629.148560
112;84;4.49447155;613.450745
112;85;4.58032179;600.115173
112;86;4.67467690;584.924011
112;87;4.75630426;572.076782
112;88;4.84637642;557.377563
112;89;4.92397213;545.005737
112;90;5.00994587;530.786499
112;91;5.08367634;518.880615
112;92;5.16571236;505.132935
112;93;5.23572302;493.686401
112;94;5.31396389;480.404541
112;95;5.38098669;469.288086
112;96;5.45634270;456.304443
112;97;5.51973486;445.670532
112;98;5.59088469;433.280640
112;99;5.65030718;423.223145
112;100;5.71746016;411.407715
112;101;5.77311659;401.906860
112;102;5.83647442;390.646606
112;103;5.88953257;381.473877
112;104;5.95040369;370.507568
112;105;6.00031281;361.798340
112;106;6.05793810;351.307007
112;107;6.10475397;343.067871
112;108;6.15920115;333.056030
112;109;6.20296860;325.295654
112;110;6.25428247;315.772461
112;111;6.29505110;308.498047
112;112;6.34327173;299.473022
112;113;6.38303423;292.254517
112;114;6.42559671;284.323730
112;115;6.45838356;278.526978
112;116;6.49876595;270.932739
112;117;6.52954626;265.456665
112;118;6.56774330;258.213257
112;119;6.59650803;253.072144
112;120;6.63251543;246.193359
112;121;6.65925264;241.402466
112;122;6.69306564;234.902222
112;123;6.71775532;230.478638
112;124;6.74936247;224.372925
112;125;6.77199554;220.330933
112;126;6.80137968;214.636841
112;127;6.81804895;211.922852
112;128;6.84190369;207.451050
112;129;6.85766697;204.881592
112;130;6.88047457;200.575806
112;131;6.89533138;198.156494
112;132;6.91709232;194.022949
112;133;6.93103695;191.760864
112;134;6.95175838;187.803589
112;135;6.96479130;185.704102
112;136;6.98445845;181.933228
112;137;6.99689436;179.923706
112;138;7.01694727;175.984863
112;139;7.02922440;173.957764
112;140;7.04755735;170.380005
112;141;7.05827045;168.693481
112;142;7.07495117;165.469604
112;143;7.08416224;164.117188
112;144;7.09925890;161.239746
112;145;7.10703659;160.213013
112;146;7.12060785;157.675903
112;147;7.12700224;156.970581
112;148;7.13911486;154.765625
112;149;7.14468527;154.244141
112;150;7.15673733;152.013062
112;151;7.16199589;151.544800
112;152;7.17290497;149.574219
112;153;7.17711067;149.358154
112;154;7.18685484;147.660400
112;155;7.18998671;147.708618
112;156;7.19854307;146.296997
112;157;7.20057964;146.622192
112;158;7.20793200;145.507812
112;159;7.20884895;146.122681
112;160;7.21497679;145.318359
112;161;7.21474695;146.237305
112;162;7.21963215;145.755615
112;163;7.21823883;146.990723
112;164;7.22185516;146.845581
112;165;7.21927404;148.410034
112;166;7.22159958;148.615479
112;167;7.21780491;150.524170
112;168;7.21882010;151.093628
112;169;7.21863985;151.996826
112;170;7.21868992;152.835327
112;171;7.21312618;155.262451
112;172;7.21254253;156.286621
112;173;7.20640945;158.893311
112;174;7.20515251;160.117920
112;175;7.19840384;162.920898
112;176;7.19643593;164.360596
112;177;7.18903160;167.375244
112;178;7.18631649;169.045166
112;179;7.17821598;172.287598
112;180;7.17471027;174.204346
113;55;5.32803424E-02;1258.63525
113;56;0.271441162;1229.78418
113;57;0.474661827;1203.03650
113;58;0.681364298;1175.28711
113;59;0.873477757;1149.63367
113;60;1.06945205;1122.92786
113;61;1.25115168;1098.31409
113;62;1.43703401;1072.60498
113;63;1.60891604;1048.98816
113;64;1.78526878;1024.23621
113;65;1.94787335;1001.57861
113;66;2.11519670;977.751221
113;67;2.26898932;956.024780
113;68;2.42771864;933.097046
113;69;2.57312036;912.277710
113;70;2.72364902;890.229248
113;71;2.86449099;869.661926
113;72;3.00546122;848.789490
113;73;3.13381362;829.981750
113;74;3.26796556;809.832947
113;75;3.38962960;791.763550
113;76;3.51720834;772.332825
113;77;3.63241124;754.998474
113;78;3.75362015;736.286560
113;79;3.86256909;719.686035
113;80;3.97760129;701.693787
113;81;4.08046818;685.831299
113;82;4.18949461;668.562134
113;83;4.28256655;654.201904
113;84;4.38243723;638.316101
113;85;4.47091722;624.486084
113;86;4.56629181;609.106995
113;87;4.65040207;595.789917
113;88;4.74149132;580.902161
113;89;4.82142305;568.085754
113;90;4.90841007;553.677307
113;91;4.98434019;541.350586
113;92;5.06738567;527.413208
113;93;5.13946486;515.568970
113;94;5.21871042;502.097046
113;95;5.28707647;490.729492
113;96;5.36264563;477.719849
113;97;5.42741156;466.827759
113;98;5.49941492;454.278931
113;99;5.56068659;443.861450
113;100;5.62922335;431.773804
113;101;5.68709087;421.832275
113;102;5.75224161;410.209229
113;103;5.80678988;400.745850
113;104;5.86863136;389.590820
113;105;5.91992378;380.611938
113;106;5.97851372;369.932007
113;107;6.02661467;361.442871
113;108;6.08201694;351.243652
113;109;6.12697744;343.251831
113;110;6.17923880;333.541992
113;111;6.22110367;326.056274
113;112;6.27026510;316.845215
113;113;6.31382561;308.801758
113;114;6.35733032;300.683594
113;115;6.39108086;294.702759
113;116;6.43231344;286.940674
113;117;6.46403742;281.283203
113;118;6.50299120;273.892334
113;119;6.53267765;268.573364
113;120;6.56935644;261.565918
113;121;6.59699631;256.600220
113;122;6.63139343;249.991211
113;123;6.65697050;245.395142
113;124;6.68907309;239.201172
113;125;6.71257734;234.989502
113;126;6.74238110;229.225220
113;127;6.76070213;226.157104
113;128;6.78569889;221.443604
113;129;6.80308914;218.520874
113;130;6.82695723;213.989136
113;131;6.84341621;211.217529
113;132;6.86615992;206.873291
113;133;6.88168859;204.258545
113;134;6.90331650;200.106079
113;135;6.91790867;197.655273
113;136;6.93841219;193.703369
113;137;6.95206308;191.423706
113;138;6.97144413;187.678223
113;139;6.98413849;185.579224
113;140;7.00238991;182.048950
113;141;7.01411915;180.138672
113;142;7.03123140;176.832275
113;143;7.04198170;175.120361
113;144;7.05794382;172.047485
113;145;7.06769991;170.543945
113;146;7.08250380;167.713257
113;147;7.09124231;166.430176
113;148;7.10487652;163.851807
113;149;7.11258507;162.798706
113;150;7.12502623;160.485474
113;151;7.13168335;159.674316
113;152;7.14292288;157.635742
113;153;7.14850807;157.078369
113;154;7.15853024;155.325317
113;155;7.16302252;155.034058
113;156;7.17180490;153.580078
113;157;7.17518139;153.568237
113;158;7.18270874;152.424438
113;159;7.18494987;152.703369
113;160;7.19120169;151.883057
113;161;7.19228172;152.467163
113;162;7.19723988;151.982910
113;163;7.19713879;152.885132
113;164;7.20078039;152.750488
113;165;7.19947147;153.984863
113;166;7.20177746;154.213379
113;167;7.19924164;155.793213
113;168;7.20019484;156.397583
113;169;7.20174265;156.832153
113;170;7.20165634;157.726196
113;171;7.19728184;159.838135
113;172;7.19651508;160.930908
113;173;7.19154644;163.226807
113;174;7.19005871;164.533691
113;175;7.18445396;167.029053
113;176;7.18220663;168.565430
113;177;7.17592525;171.276123
113;178;7.17288446;173.056641
113;179;7.16588259;175.999756
113;180;7.16201019;178.039795
114;56;0.121231385;1262.33728
114;57;0.323917449;1235.62817
114;58;0.534485877;1207.15784
114;59;0.726223946;1181.52405
114;60;0.925923645;1154.12146
114;61;1.10739279;1129.50989
114;62;1.29686272;1103.12720
114;63;1.46865416;1079.49451
114;64;1.64846528;1054.09082
114;65;1.81110013;1031.40222
114;66;1.98175764;1006.94403
114;67;2.13569593;985.170837
